"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
979,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 16:56:30"
978,'2024-08-26,17:00,18:00,Cash,100,"'2024-08-26 16:55:27"
977,'2024-08-26,18:00,19:00,Cash,100,"'2024-08-26 16:55:11"
976,'2024-08-26,17:00,18:00,Cash,100,"'2024-08-26 16:53:33"
974,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:50:43"
973,'2024-08-26,18:00,19:00,Cash,50,"'2024-08-26 16:50:29"
971,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:47:23"
969,'2024-08-26,18:00,19:00,Cash,50,"'2024-08-26 16:46:31"
967,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:46:06"
957,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:38:17"
955,'2024-08-26,17:00,18:00,Cash,150,"'2024-08-26 16:36:59"
953,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:34:00"
951,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:33:18"
950,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:32:49"
948,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:32:04"
947,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:31:22"
930,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:10:22"
929,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 16:07:18"
925,'2024-08-26,16:00,17:00,Cash,90,"'2024-08-26 16:01:19"
924,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 16:00:52"
923,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:58:08"
920,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:56:12"
917,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:51:52"
916,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:44:27"
914,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 15:40:42"
913,'2024-08-26,16:00,17:00,Cash,40,"'2024-08-26 15:40:10"
912,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:38:54"
911,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:37:26"
906,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:34:13"
903,'2024-08-26,17:00,18:00,Cash,50,"'2024-08-26 15:28:40"
898,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:21:26"
897,'2024-08-26,16:00,18:00,Cash,160,"'2024-08-26 15:18:44"
896,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 15:15:59"
895,'2024-08-26,19:00,20:00,Cash,50,"'2024-08-26 15:14:43"
886,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 15:04:37"
880,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:57:44"
879,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:56:33"
878,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:56:32"
875,'2024-08-26,16:00,17:00,Cash,50,"'2024-08-26 14:49:59"
874,'2024-08-26,15:00,16:00,Cash,100,"'2024-08-26 14:45:12"
873,'2024-08-26,16:00,17:00,Cash,100,"'2024-08-26 14:44:42"
868,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:37:38"
866,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:36:55"
865,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:34:54"
859,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:24:38"
857,'2024-08-26,15:00,17:00,Cash,80,"'2024-08-26 14:21:59"
855,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 14:20:40"
851,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 14:15:13"
850,'2024-08-26,14:00,16:00,Cash,100,"'2024-08-26 14:14:22"
846,'2024-08-26,14:00,16:00,Cash,100,"'2024-08-26 14:00:51"
845,'2024-08-26,14:00,16:00,Cash,320,"'2024-08-26 13:59:54"
844,'2024-08-26,15:00,16:00,Cash,40,"'2024-08-26 13:58:42"
843,'2024-08-26,14:00,15:00,Cash,40,"'2024-08-26 13:57:58"
842,'2024-08-26,14:00,16:00,Cash,200,"'2024-08-26 13:57:10"
841,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 13:56:31"
839,'2024-08-26,15:00,16:00,Cash,100,"'2024-08-26 13:53:04"
838,'2024-08-26,14:00,15:00,Cash,100,"'2024-08-26 13:52:19"
832,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 13:46:21"
830,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 13:44:27"
829,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 13:43:37"
825,'2024-08-26,15:00,16:00,Cash,50,"'2024-08-26 13:39:12"
823,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 13:38:40"
819,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 13:24:44"
818,'2024-08-26,14:00,16:00,Cash,100,"'2024-08-26 13:23:43"
814,'2024-08-26,15:00,17:00,Cash,300,"'2024-08-26 13:19:11"
810,'2024-08-26,13:00,15:00,Cash,100,"'2024-08-26 13:16:58"
809,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 13:16:43"
,,0:00,0:00,Cash,0,"'2024-08-26 13:16:23"
802,'2024-08-26,14:00,15:00,Cash,50,"'2024-08-26 13:11:27"
799,'2024-08-26,13:00,14:00,Cash,50,"'2024-08-26 13:08:49"
795,'2024-08-26,13:00,14:00,Cash,50,"'2024-08-26 13:06:52"
,
"Total Payment:","HKD $ 7500"
Transactions:,111,record(s)
