"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
5103,'2024-09-11,11:00,13:00,Cash,80,"'2024-09-11 10:48:08"
5104,'2024-09-11,11:00,13:00,Cash,100,"'2024-09-11 10:48:02"
5099,'2024-09-11,11:00,12:00,Cash,50,"'2024-09-11 10:43:57"
5096,'2024-09-11,10:00,11:00,Cash,50,"'2024-09-11 10:37:53"
5095,'2024-09-11,11:00,12:00,Cash,100,"'2024-09-11 10:36:57"
5094,'2024-09-11,11:00,12:00,Cash,50,"'2024-09-11 10:34:07"
5087,'2024-09-11,10:00,12:00,Cash,100,"'2024-09-11 10:22:45"
5086,'2024-09-11,10:00,12:00,Cash,100,"'2024-09-11 10:19:43"
5081,'2024-09-11,10:00,11:00,Cash,50,"'2024-09-11 10:04:31"
5078,'2024-09-11,11:00,12:00,Cash,50,"'2024-09-11 10:02:49"
5075,'2024-09-11,10:00,11:00,Cash,50,"'2024-09-11 10:02:03"
5074,'2024-09-11,10:00,12:00,Cash,100,"'2024-09-11 09:57:45"
5073,'2024-09-11,10:00,11:00,Cash,50,"'2024-09-11 09:57:26"
5066,'2024-09-11,10:00,11:00,Cash,50,"'2024-09-11 09:41:36"
5065,'2024-09-11,10:00,12:00,Cash,100,"'2024-09-11 09:40:59"
5064,'2024-09-11,10:00,11:00,Cash,50,"'2024-09-11 09:39:16"
5060,'2024-09-11,10:00,11:00,Cash,50,"'2024-09-11 09:22:54"
5057,'2024-09-11,8:00,9:00,Cash,50,"'2024-09-11 09:12:59"
5051,'2024-09-11,9:00,11:00,Cash,100,"'2024-09-11 08:51:53"
5050,'2024-09-11,9:00,11:00,Cash,100,"'2024-09-11 08:51:23"
5049,'2024-09-11,9:00,10:00,Cash,50,"'2024-09-11 08:42:24"
5042,'2024-09-11,9:00,11:00,Cash,100,"'2024-09-11 08:27:55"
5038,'2024-09-11,8:00,10:00,Cash,100,"'2024-09-11 08:21:57"
5030,'2024-09-11,8:00,9:00,Cash,50,"'2024-09-11 08:01:57"
5028,'2024-09-11,8:00,10:00,Cash,100,"'2024-09-11 07:59:55"
5027,'2024-09-11,8:00,9:00,Cash,50,"'2024-09-11 07:59:24"
5025,'2024-09-11,9:00,10:00,Cash,50,"'2024-09-11 07:57:05"
5022,'2024-09-11,8:00,10:00,Cash,100,"'2024-09-11 07:53:56"
5020,'2024-09-11,8:00,10:00,Cash,100,"'2024-09-11 07:52:56"
5019,'2024-09-11,8:00,9:00,Cash,50,"'2024-09-11 07:52:26"
,
"Total Payment:","HKD $ 7960"
Transactions:,111,record(s)
