"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
5419,'2024-09-12,11:00,12:00,Cash,50,"'2024-09-12 11:16:13"
5417,'2024-09-12,11:00,12:00,Cash,50,"'2024-09-12 11:08:31"
5413,'2024-09-12,11:00,12:00,Cash,50,"'2024-09-12 10:56:03"
5410,'2024-09-12,11:00,12:00,Cash,50,"'2024-09-12 10:49:02"
5409,'2024-09-12,11:00,12:00,Cash,50,"'2024-09-12 10:47:13"
5407,'2024-09-12,11:00,13:00,Cash,100,"'2024-09-12 10:44:30"
5405,'2024-09-12,11:00,12:00,Cash,100,"'2024-09-12 10:34:53"
5398,'2024-09-12,10:00,11:00,Cash,50,"'2024-09-12 10:03:41"
5396,'2024-09-12,10:00,12:00,Cash,100,"'2024-09-12 09:58:52"
5395,'2024-09-12,10:00,11:00,Cash,100,"'2024-09-12 09:54:33"
5394,'2024-09-12,10:00,11:00,Cash,100,"'2024-09-12 09:53:41"
5391,'2024-09-12,10:00,11:00,Cash,50,"'2024-09-12 09:44:12"
5390,'2024-09-12,10:00,11:00,Cash,100,"'2024-09-12 09:42:34"
5388,'2024-09-12,10:00,11:00,Cash,50,"'2024-09-12 09:39:17"
5386,'2024-09-12,10:00,11:00,Cash,50,"'2024-09-12 09:30:39"
5384,'2024-09-12,10:00,12:00,Cash,100,"'2024-09-12 09:27:29"
5379,'2024-09-12,9:00,11:00,Cash,160,"'2024-09-12 09:15:23"
5378,'2024-09-12,9:00,11:00,Cash,100,"'2024-09-12 09:14:50"
5377,'2024-09-12,10:00,11:00,Cash,50,"'2024-09-12 09:10:45"
5375,'2024-09-12,9:00,11:00,Cash,100,"'2024-09-12 09:02:31"
5374,'2024-09-12,9:00,11:00,Cash,100,"'2024-09-12 09:01:36"
5373,'2024-09-12,9:00,10:00,Cash,100,"'2024-09-12 09:00:19"
5372,'2024-09-12,9:00,11:00,Cash,100,"'2024-09-12 08:56:24"
5370,'2024-09-12,9:00,10:00,Cash,50,"'2024-09-12 08:47:21"
5368,'2024-09-12,9:00,11:00,Cash,200,"'2024-09-12 08:42:04"
5367,'2024-09-12,9:00,10:00,Cash,50,"'2024-09-12 08:39:43"
5366,'2024-09-12,9:00,10:00,Cash,50,"'2024-09-12 08:39:10"
5363,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 08:24:18"
5362,'2024-09-12,9:00,11:00,Cash,100,"'2024-09-12 08:21:58"
5361,'2024-09-12,9:00,10:00,Cash,50,"'2024-09-12 08:16:04"
5357,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 08:00:49"
5356,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 08:00:11"
5355,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 07:58:42"
5354,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 07:53:38"
5353,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 07:52:42"
5352,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 07:50:56"
5350,'2024-09-12,8:00,10:00,Cash,100,"'2024-09-12 07:49:42"
5349,'2024-09-12,8:00,9:00,Cash,50,"'2024-09-12 07:47:32"
,
"Total Payment:","HKD $ 7180"
Transactions:,94,record(s)
