"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
2810,'2024-09-01,13:00,15:00,Cash,200,"'2024-09-01 12:53:59"
2808,'2024-09-01,13:00,14:00,Cash,100,"'2024-09-01 12:50:03"
2803,'2024-09-01,13:00,14:00,Cash,100,"'2024-09-01 12:31:12"
2799,'2024-09-01,13:00,14:00,Cash,100,"'2024-09-01 12:25:02"
2798,'2024-09-01,12:00,14:00,Cash,200,"'2024-09-01 12:20:18"
2796,'2024-09-01,14:00,15:00,Cash,100,"'2024-09-01 12:08:45"
2794,'2024-09-01,12:00,15:00,Cash,300,"'2024-09-01 12:06:36"
2793,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 12:03:36"
2792,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 12:02:38"
2790,'2024-09-01,14:00,15:00,Cash,300,"'2024-09-01 11:46:32"
2787,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 11:39:44"
2786,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 11:39:12"
2784,'2024-09-01,14:00,16:00,Cash,200,"'2024-09-01 11:31:36"
2782,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 11:16:01"
2781,'2024-09-01,11:00,12:00,Cash,100,"'2024-09-01 11:14:20"
2779,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 11:11:39"
2777,'2024-09-01,11:00,12:00,Cash,100,"'2024-09-01 11:08:50"
2775,'2024-09-01,11:00,12:00,Cash,100,"'2024-09-01 11:02:15"
2774,'2024-09-01,11:00,12:00,Cash,200,"'2024-09-01 11:02:13"
2771,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 10:55:16"
2770,'2024-09-01,11:00,13:00,Cash,0,"'2024-09-01 10:55:01"
2769,'2024-09-01,11:00,12:00,Cash,100,"'2024-09-01 10:54:49"
2767,'2024-09-01,12:00,13:00,Cash,100,"'2024-09-01 10:52:05"
2765,'2024-09-01,11:00,12:00,Cash,100,"'2024-09-01 10:51:41"
2764,'2024-09-01,11:00,12:00,Cash,100,"'2024-09-01 10:50:04"
2762,'2024-09-01,11:00,12:00,Cash,100,"'2024-09-01 10:47:00"
2750,'2024-09-01,10:00,11:00,Cash,200,"'2024-09-01 09:50:03"
2745,'2024-09-01,9:00,10:00,Cash,100,"'2024-09-01 09:16:38"
2737,'2024-09-01,9:00,10:00,Cash,100,"'2024-09-01 08:35:43"
2734,'2024-09-01,8:00,9:00,Cash,100,"'2024-09-01 08:14:34"
2733,'2024-09-01,8:00,10:00,Cash,200,"'2024-09-01 08:08:45"
2731,'2024-09-01,8:00,9:00,Cash,100,"'2024-09-01 07:58:43"
2730,'2024-09-01,8:00,9:00,Cash,100,"'2024-09-01 07:52:42"
2729,'2024-09-01,8:00,9:00,Cash,100,"'2024-09-01 07:49:16"
2728,'2024-09-01,8:00,9:00,Cash,100,"'2024-09-01 07:47:01"
,
"Total Payment:","HKD $ 10400"
Transactions:,91,record(s)
