"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
1325,'2024-08-27,16:00,17:00,Cash,50,"'2024-08-27 15:24:39"
1318,'2024-08-27,16:00,17:00,Cash,50,"'2024-08-27 15:12:03"
1317,'2024-08-27,15:00,16:00,Cash,50,"'2024-08-27 15:11:36"
1315,'2024-08-27,15:00,17:00,Cash,100,"'2024-08-27 15:03:23"
1313,'2024-08-27,15:00,16:00,Cash,50,"'2024-08-27 15:01:25"
1310,'2024-08-27,15:00,17:00,Cash,100,"'2024-08-27 14:59:51"
1308,'2024-08-27,15:00,16:00,Cash,50,"'2024-08-27 14:57:44"
1306,'2024-08-27,15:00,16:00,Cash,50,"'2024-08-27 14:54:22"
1286,'2024-08-27,14:00,15:00,Cash,100,"'2024-08-27 14:14:02"
1285,'2024-08-27,18:00,19:00,Cash,50,"'2024-08-27 14:09:26"
1274,'2024-08-27,14:00,16:00,Cash,100,"'2024-08-27 13:41:12"
1269,'2024-08-27,14:00,15:00,Cash,50,"'2024-08-27 13:21:22"
1268,'2024-08-27,13:00,15:00,Cash,200,"'2024-08-27 13:12:54"
1259,'2024-08-27,13:00,14:00,Cash,50,"'2024-08-27 12:37:47"
1257,'2024-08-27,13:00,14:00,Cash,50,"'2024-08-27 12:34:44"
1255,'2024-08-27,13:00,14:00,Cash,50,"'2024-08-27 12:27:04"
1240,'2024-08-27,12:00,14:00,Cash,100,"'2024-08-27 11:55:45"
1237,'2024-08-27,12:00,13:00,Cash,100,"'2024-08-27 11:53:54"
1236,'2024-08-27,12:00,13:00,Cash,50,"'2024-08-27 11:52:04"
1235,'2024-08-27,12:00,13:00,Cash,50,"'2024-08-27 11:51:40"
1232,'2024-08-27,12:00,14:00,Cash,100,"'2024-08-27 11:49:23"
1231,'2024-08-27,12:00,14:00,Cash,200,"'2024-08-27 11:45:29"
1227,'2024-08-27,12:00,13:00,Cash,50,"'2024-08-27 11:42:17"
1225,'2024-08-27,12:00,14:00,Cash,100,"'2024-08-27 11:39:20"
1222,'2024-08-27,12:00,13:00,Cash,50,"'2024-08-27 11:31:33"
1221,'2024-08-27,12:00,14:00,Cash,100,"'2024-08-27 11:27:59"
1217,'2024-08-27,11:00,13:00,Cash,100,"'2024-08-27 11:18:37"
1216,'2024-08-27,12:00,13:00,Cash,100,"'2024-08-27 11:15:43"
1214,'2024-08-27,11:00,12:00,Cash,50,"'2024-08-27 11:06:02"
1213,'2024-08-27,11:00,13:00,Cash,100,"'2024-08-27 11:05:19"
1212,'2024-08-27,11:00,12:00,Cash,50,"'2024-08-27 10:54:56"
1209,'2024-08-27,11:00,12:00,Cash,50,"'2024-08-27 10:47:19"
1200,'2024-08-27,11:00,12:00,Cash,50,"'2024-08-27 10:33:44"
1199,'2024-08-27,11:00,12:00,Cash,40,"'2024-08-27 10:33:29"
1190,'2024-08-27,10:00,11:00,Cash,50,"'2024-08-27 10:05:36"
1187,'2024-08-27,10:00,12:00,Cash,100,"'2024-08-27 09:55:37"
1185,'2024-08-27,10:00,11:00,Cash,50,"'2024-08-27 09:54:10"
1183,'2024-08-27,10:00,12:00,Cash,100,"'2024-08-27 09:52:59"
1182,'2024-08-27,10:00,11:00,Cash,50,"'2024-08-27 09:48:37"
1180,'2024-08-27,11:00,12:00,Cash,50,"'2024-08-27 09:47:34"
1178,'2024-08-27,10:00,11:00,Cash,50,"'2024-08-27 09:47:11"
1169,'2024-08-27,10:00,11:00,Cash,100,"'2024-08-27 09:26:03"
1167,'2024-08-27,10:00,12:00,Cash,100,"'2024-08-27 09:24:32"
1164,'2024-08-27,10:00,12:00,Cash,100,"'2024-08-27 09:23:28"
1163,'2024-08-27,10:00,12:00,Cash,100,"'2024-08-27 09:22:51"
1157,'2024-08-27,9:00,11:00,Cash,100,"'2024-08-27 09:10:00"
1155,'2024-08-27,9:00,10:00,Cash,100,"'2024-08-27 09:05:04"
1153,'2024-08-27,9:00,10:00,Cash,50,"'2024-08-27 08:54:48"
1151,'2024-08-27,9:00,10:00,Cash,50,"'2024-08-27 08:53:00"
1148,'2024-08-27,9:00,11:00,Cash,100,"'2024-08-27 08:51:03"
1147,'2024-08-27,9:00,10:00,Cash,50,"'2024-08-27 08:50:10"
1142,'2024-08-27,9:00,10:00,Cash,50,"'2024-08-27 08:35:01"
1138,'2024-08-27,9:00,10:00,Cash,50,"'2024-08-27 08:27:43"
1135,'2024-08-27,9:00,10:00,Cash,50,"'2024-08-27 08:24:52"
1134,'2024-08-27,9:00,10:00,Cash,50,"'2024-08-27 08:23:19"
1132,'2024-08-27,8:00,10:00,Cash,100,"'2024-08-27 08:16:50"
1131,'2024-08-27,9:00,11:00,Cash,100,"'2024-08-27 08:13:22"
1130,'2024-08-27,9:00,11:00,Cash,100,"'2024-08-27 08:09:03"
1129,'2024-08-27,8:00,9:00,Cash,50,"'2024-08-27 08:08:24"
1126,'2024-08-27,8:00,9:00,Cash,50,"'2024-08-27 08:06:10"
1125,'2024-08-27,8:00,10:00,Cash,100,"'2024-08-27 08:05:25"
1124,'2024-08-27,8:00,9:00,Cash,50,"'2024-08-27 08:04:35"
1123,'2024-08-27,8:00,9:00,Cash,50,"'2024-08-27 08:04:04"
1122,'2024-08-27,8:00,10:00,Cash,200,"'2024-08-27 08:03:22"
1121,'2024-08-27,8:00,10:00,Cash,100,"'2024-08-27 08:02:48"
1120,'2024-08-27,8:00,10:00,Cash,100,"'2024-08-27 08:02:05"
1119,'2024-08-27,8:00,10:00,Cash,100,"'2024-08-27 08:01:25"
1127,'2024-08-26,8:00,9:00,Cash,1,"'2024-08-26 22:13:43"
,
"Total Payment:","HKD $ 9631"
Transactions:,142,record(s)
