"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
4583,'2024-09-09,16:00,17:00,Cash,50,"'2024-09-09 15:28:22"
4582,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 15:27:57"
4577,'2024-09-09,16:00,17:00,Cash,40,"'2024-09-09 15:07:01"
4574,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 15:05:54"
4573,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 15:05:28"
4570,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 15:00:25"
4569,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 14:59:34"
4567,'2024-09-09,16:00,17:00,Cash,50,"'2024-09-09 14:55:32"
4566,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 14:55:09"
4560,'2024-09-09,17:00,19:00,Cash,100,"'2024-09-09 14:40:23"
4559,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 14:32:47"
4554,'2024-09-09,15:00,16:00,Cash,0,"'2024-09-09 14:30:30"
4553,'2024-09-09,15:00,17:00,Cash,100,"'2024-09-09 14:29:39"
4552,'2024-09-09,15:00,17:00,Cash,100,"'2024-09-09 14:29:20"
4541,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 14:10:24"
4538,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 14:05:07"
4537,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 14:04:57"
4534,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 14:02:19"
4533,'2024-09-09,15:00,16:00,Cash,50,"'2024-09-09 13:55:38"
4532,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 13:55:00"
4527,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 13:46:50"
4526,'2024-09-09,14:00,15:00,Cash,240,"'2024-09-09 13:46:14"
4525,'2024-09-09,14:00,16:00,Cash,100,"'2024-09-09 13:43:46"
4524,'2024-09-09,14:00,16:00,Cash,100,"'2024-09-09 13:43:18"
4520,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 13:40:06"
4519,'2024-09-09,14:00,16:00,Cash,100,"'2024-09-09 13:39:55"
4518,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 13:32:49"
4517,'2024-09-09,14:00,15:00,Cash,50,"'2024-09-09 13:32:09"
4512,'2024-09-09,13:00,15:00,Cash,100,"'2024-09-09 13:09:38"
4509,'2024-09-09,13:00,14:00,Cash,50,"'2024-09-09 13:00:00"
4508,'2024-09-09,13:00,14:00,Cash,50,"'2024-09-09 12:59:47"
4505,'2024-09-09,13:00,14:00,Cash,50,"'2024-09-09 12:55:34"
4502,'2024-09-09,13:00,15:00,Cash,200,"'2024-09-09 12:50:26"
4501,'2024-09-09,13:00,14:00,Cash,100,"'2024-09-09 12:48:12"
4500,'2024-09-09,13:00,15:00,Cash,100,"'2024-09-09 12:46:39"
4499,'2024-09-09,13:00,14:00,Cash,100,"'2024-09-09 12:45:44"
4498,'2024-09-09,13:00,14:00,Cash,100,"'2024-09-09 12:45:02"
4495,'2024-09-09,13:00,15:00,Cash,100,"'2024-09-09 12:43:20"
,
"Total Payment:","HKD $ 5680"
Transactions:,85,record(s)
