"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
3267,'2024-09-03,12:00,13:00,Cash,50,"'2024-09-03 11:28:20"
3265,'2024-09-03,11:00,13:00,Cash,100,"'2024-09-03 10:59:48"
3264,'2024-09-03,11:00,13:00,Cash,100,"'2024-09-03 10:50:55"
3261,'2024-09-03,11:00,12:00,Cash,50,"'2024-09-03 10:24:40"
3260,'2024-09-03,11:00,12:00,Cash,50,"'2024-09-03 10:19:11"
3259,'2024-09-03,10:00,12:00,Cash,100,"'2024-09-03 10:15:41"
3257,'2024-09-03,10:00,11:00,Cash,50,"'2024-09-03 10:12:29"
3256,'2024-09-03,10:00,12:00,Cash,100,"'2024-09-03 10:11:38"
3255,'2024-09-03,10:00,12:00,Cash,100,"'2024-09-03 10:03:22"
3254,'2024-09-03,10:00,11:00,Cash,100,"'2024-09-03 09:56:32"
3253,'2024-09-03,10:00,12:00,Cash,100,"'2024-09-03 09:55:49"
3252,'2024-09-03,10:00,12:00,Cash,100,"'2024-09-03 09:52:07"
3251,'2024-09-03,10:00,11:00,Cash,50,"'2024-09-03 09:49:19"
3250,'2024-09-03,10:00,11:00,Cash,50,"'2024-09-03 09:48:06"
3249,'2024-09-03,10:00,12:00,Cash,100,"'2024-09-03 09:45:06"
3240,'2024-09-03,9:00,11:00,Cash,100,"'2024-09-03 09:27:25"
3239,'2024-09-03,10:00,12:00,Cash,100,"'2024-09-03 09:21:04"
3238,'2024-09-03,9:00,10:00,Cash,50,"'2024-09-03 08:59:15"
3237,'2024-09-03,9:00,11:00,Cash,100,"'2024-09-03 08:58:26"
3234,'2024-09-03,9:00,10:00,Cash,50,"'2024-09-03 08:54:48"
3233,'2024-09-03,9:00,11:00,Cash,100,"'2024-09-03 08:53:32"
3232,'2024-09-03,9:00,10:00,Cash,50,"'2024-09-03 08:49:11"
3231,'2024-09-03,9:00,10:00,Cash,50,"'2024-09-03 08:47:44"
3230,'2024-09-03,11:00,13:00,Cash,100,"'2024-09-03 08:46:47"
3229,'2024-09-03,9:00,10:00,Cash,50,"'2024-09-03 08:36:21"
3225,'2024-09-03,9:00,10:00,Cash,50,"'2024-09-03 08:24:12"
3223,'2024-09-03,8:00,10:00,Cash,100,"'2024-09-03 08:10:36"
3222,'2024-09-03,8:00,10:00,Cash,100,"'2024-09-03 08:09:14"
3221,'2024-09-03,8:00,9:00,Cash,50,"'2024-09-03 08:05:43"
3220,'2024-09-03,8:00,10:00,Cash,100,"'2024-09-03 08:03:29"
3219,'2024-09-03,8:00,9:00,Cash,50,"'2024-09-03 07:54:25"
3218,'2024-09-03,8:00,9:00,Cash,50,"'2024-09-03 07:53:46"
3216,'2024-09-03,8:00,9:00,Cash,50,"'2024-09-03 07:52:55"
3215,'2024-09-03,8:00,10:00,Cash,100,"'2024-09-03 07:51:52"
,
"Total Payment:","HKD $ 7570"
Transactions:,94,record(s)
