"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
3825,'2024-09-07,16:00,17:00,Cash,100,"'2024-09-07 08:31:54"
3823,'2024-09-07,9:00,10:00,Cash,100,"'2024-09-07 08:21:48"
3821,'2024-09-07,8:00,10:00,Cash,200,"'2024-09-07 08:15:40"
3816,'2024-09-07,8:00,10:00,Cash,200,"'2024-09-07 08:05:58"
3814,'2024-09-07,8:00,9:00,Cash,100,"'2024-09-07 08:01:47"
3813,'2024-09-07,8:00,9:00,Cash,100,"'2024-09-07 08:00:49"
3811,'2024-09-07,8:00,9:00,Cash,100,"'2024-09-07 07:54:05"
3810,'2024-09-07,8:00,9:00,Cash,100,"'2024-09-07 07:53:43"
3809,'2024-09-07,8:00,9:00,Cash,100,"'2024-09-07 07:53:10"
,
"Total Payment:","HKD $ 13150"
Transactions:,101,record(s)
