"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
4911,'2024-09-10,17:00,18:00,Cash,50,"'2024-09-10 16:16:51"
4910,'2024-09-10,16:00,17:00,Cash,50,"'2024-09-10 16:16:31"
4909,'2024-09-10,16:00,17:00,Cash,50,"'2024-09-10 16:14:01"
4904,'2024-09-10,16:00,17:00,Cash,50,"'2024-09-10 15:51:42"
4899,'2024-09-10,16:00,17:00,Cash,50,"'2024-09-10 15:24:43"
4898,'2024-09-10,15:00,16:00,Cash,50,"'2024-09-10 15:06:06"
4897,'2024-09-10,15:00,16:00,Cash,50,"'2024-09-10 14:57:45"
4884,'2024-09-10,15:00,17:00,Cash,100,"'2024-09-10 14:36:23"
4880,'2024-09-10,15:00,16:00,Cash,50,"'2024-09-10 14:20:34"
4878,'2024-09-10,15:00,16:00,Cash,50,"'2024-09-10 14:16:35"
4873,'2024-09-10,14:00,15:00,Cash,50,"'2024-09-10 14:09:01"
4871,'2024-09-10,14:00,15:00,Cash,100,"'2024-09-10 13:59:24"
4870,'2024-09-10,14:00,15:00,Cash,50,"'2024-09-10 13:58:46"
4868,'2024-09-10,14:00,15:00,Cash,100,"'2024-09-10 13:51:46"
4867,'2024-09-10,14:00,16:00,Cash,100,"'2024-09-10 13:47:33"
4866,'2024-09-10,14:00,16:00,Cash,100,"'2024-09-10 13:46:52"
4856,'2024-09-10,14:00,16:00,Cash,100,"'2024-09-10 13:31:11"
4855,'2024-09-10,14:00,16:00,Cash,100,"'2024-09-10 13:28:58"
4852,'2024-09-10,14:00,15:00,Cash,100,"'2024-09-10 13:23:04"
4845,'2024-09-10,14:00,15:00,Cash,50,"'2024-09-10 13:05:02"
4844,'2024-09-10,13:00,15:00,Cash,100,"'2024-09-10 13:00:11"
4843,'2024-09-10,13:00,14:00,Cash,50,"'2024-09-10 12:58:34"
4842,'2024-09-10,13:00,14:00,Cash,50,"'2024-09-10 12:57:48"
4840,'2024-09-10,13:00,14:00,Cash,50,"'2024-09-10 12:50:51"
4839,'2024-09-10,12:00,14:00,Cash,100,"'2024-09-10 12:40:21"
4832,'2024-09-10,13:00,15:00,Cash,100,"'2024-09-10 12:15:44"
4823,'2024-09-10,12:00,14:00,Cash,100,"'2024-09-10 11:44:20"
4822,'2024-09-10,12:00,14:00,Cash,100,"'2024-09-10 11:43:05"
4821,'2024-09-10,12:00,14:00,Cash,100,"'2024-09-10 11:41:13"
4820,'2024-09-10,12:00,13:00,Cash,50,"'2024-09-10 11:36:47"
4819,'2024-09-10,12:00,14:00,Cash,200,"'2024-09-10 11:36:11"
4818,'2024-09-10,14:00,16:00,Cash,100,"'2024-09-10 11:33:51"
4817,'2024-09-10,12:00,13:00,Cash,50,"'2024-09-10 11:31:17"
4815,'2024-09-10,11:00,13:00,Cash,100,"'2024-09-10 11:17:15"
4813,'2024-09-10,11:00,13:00,Cash,100,"'2024-09-10 11:15:56"
4806,'2024-09-10,11:00,12:00,Cash,100,"'2024-09-10 10:56:06"
4803,'2024-09-10,11:00,13:00,Cash,100,"'2024-09-10 10:51:03"
4802,'2024-09-10,11:00,12:00,Cash,50,"'2024-09-10 10:48:55"
4799,'2024-09-10,11:00,12:00,Cash,50,"'2024-09-10 10:37:47"
4800,'2024-09-10,11:00,13:00,Cash,100,"'2024-09-10 10:37:45"
4786,'2024-09-10,10:00,11:00,Cash,50,"'2024-09-10 09:49:04"
4773,'2024-09-10,9:00,11:00,Cash,100,"'2024-09-10 09:21:45"
4771,'2024-09-10,9:00,11:00,Cash,100,"'2024-09-10 09:18:31"
4769,'2024-09-10,9:00,11:00,Cash,100,"'2024-09-10 09:05:41"
4768,'2024-09-10,9:00,10:00,Cash,120,"'2024-09-10 09:02:02"
4766,'2024-09-10,9:00,11:00,Cash,100,"'2024-09-10 08:57:46"
4764,'2024-09-10,9:00,11:00,Cash,100,"'2024-09-10 08:57:07"
4762,'2024-09-10,9:00,11:00,Cash,100,"'2024-09-10 08:54:59"
4760,'2024-09-10,9:00,10:00,Cash,50,"'2024-09-10 08:52:36"
4759,'2024-09-10,9:00,10:00,Cash,50,"'2024-09-10 08:46:57"
4758,'2024-09-10,9:00,11:00,Cash,100,"'2024-09-10 08:45:45"
4757,'2024-09-10,9:00,10:00,Cash,50,"'2024-09-10 08:45:06"
4755,'2024-09-10,9:00,10:00,Cash,50,"'2024-09-10 08:41:45"
4754,'2024-09-10,9:00,10:00,Cash,50,"'2024-09-10 08:36:50"
4751,'2024-09-10,8:00,9:00,Cash,50,"'2024-09-10 08:21:17"
4750,'2024-09-10,9:00,11:00,Cash,200,"'2024-09-10 08:20:38"
4747,'2024-09-10,8:00,9:00,Cash,50,"'2024-09-10 08:06:30"
4741,'2024-09-10,8:00,9:00,Cash,50,"'2024-09-10 07:55:07"
4740,'2024-09-10,8:00,10:00,Cash,100,"'2024-09-10 07:51:35"
4739,'2024-09-10,8:00,9:00,Cash,100,"'2024-09-10 07:50:02"
,
"Total Payment:","HKD $ 6990"
Transactions:,93,record(s)
