"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
3546,'2024-09-04,14:00,16:00,Cash,100,"'2024-09-04 14:06:17"
3545,'2024-09-04,14:00,16:00,Cash,100,"'2024-09-04 14:00:59"
3544,'2024-09-04,14:00,15:00,Cash,50,"'2024-09-04 13:56:28"
3539,'2024-09-04,14:00,15:00,Cash,50,"'2024-09-04 13:43:03"
3536,'2024-09-04,14:00,15:00,Cash,100,"'2024-09-04 13:38:03"
3535,'2024-09-04,14:00,15:00,Cash,50,"'2024-09-04 13:32:31"
3532,'2024-09-04,14:00,15:00,Cash,50,"'2024-09-04 13:08:49"
3527,'2024-09-04,13:00,15:00,Cash,100,"'2024-09-04 12:56:07"
3520,'2024-09-04,12:00,13:00,Cash,50,"'2024-09-04 12:06:59"
3518,'2024-09-04,13:00,14:00,Cash,50,"'2024-09-04 12:04:06"
3514,'2024-09-04,12:00,13:00,Cash,50,"'2024-09-04 11:58:10"
3513,'2024-09-04,12:00,14:00,Cash,100,"'2024-09-04 11:55:10"
3507,'2024-09-04,12:00,14:00,Cash,100,"'2024-09-04 11:49:58"
3505,'2024-09-04,12:00,13:00,Cash,50,"'2024-09-04 11:45:25"
3504,'2024-09-04,12:00,13:00,Cash,100,"'2024-09-04 11:42:15"
3503,'2024-09-04,12:00,13:00,Cash,50,"'2024-09-04 11:39:52"
3502,'2024-09-04,12:00,14:00,Cash,200,"'2024-09-04 11:37:19"
3495,'2024-09-04,11:00,12:00,Cash,50,"'2024-09-04 10:55:36"
3492,'2024-09-04,11:00,12:00,Cash,50,"'2024-09-04 10:49:26"
3487,'2024-09-04,12:00,13:00,Cash,50,"'2024-09-04 10:40:42"
3485,'2024-09-04,11:00,12:00,Cash,50,"'2024-09-04 10:35:35"
3484,'2024-09-04,11:00,12:00,Cash,50,"'2024-09-04 10:35:28"
3483,'2024-09-04,11:00,13:00,Cash,100,"'2024-09-04 10:34:21"
3482,'2024-09-04,11:00,12:00,Cash,50,"'2024-09-04 10:32:54"
3469,'2024-09-04,10:00,11:00,Cash,50,"'2024-09-04 09:43:48"
3467,'2024-09-04,10:00,11:00,Cash,50,"'2024-09-04 09:42:42"
3466,'2024-09-04,10:00,11:00,Cash,50,"'2024-09-04 09:41:43"
3465,'2024-09-04,10:00,12:00,Cash,100,"'2024-09-04 09:41:14"
3464,'2024-09-04,10:00,11:00,Cash,50,"'2024-09-04 09:38:34"
3463,'2024-09-04,10:00,11:00,Cash,50,"'2024-09-04 09:38:04"
3458,'2024-09-04,9:00,10:00,Cash,50,"'2024-09-04 09:09:57"
3457,'2024-09-04,9:00,11:00,Cash,100,"'2024-09-04 09:06:18"
3456,'2024-09-04,9:00,10:00,Cash,50,"'2024-09-04 09:05:08"
3455,'2024-09-04,9:00,10:00,Cash,50,"'2024-09-04 09:04:26"
3453,'2024-09-04,9:00,11:00,Cash,100,"'2024-09-04 08:56:31"
3452,'2024-09-04,9:00,10:00,Cash,50,"'2024-09-04 08:49:09"
3451,'2024-09-04,9:00,10:00,Cash,100,"'2024-09-04 08:47:33"
3449,'2024-09-04,9:00,10:00,Cash,100,"'2024-09-04 08:45:06"
3448,'2024-09-04,9:00,10:00,Cash,50,"'2024-09-04 08:40:22"
3447,'2024-09-04,9:00,10:00,Cash,50,"'2024-09-04 08:30:23"
3445,'2024-09-04,8:00,9:00,Cash,50,"'2024-09-04 08:06:10"
3443,'2024-09-04,8:00,9:00,Cash,50,"'2024-09-04 08:01:37"
3442,'2024-09-04,8:00,9:00,Cash,50,"'2024-09-04 08:00:41"
3441,'2024-09-04,8:00,9:00,Cash,50,"'2024-09-04 08:00:15"
3440,'2024-09-04,8:00,11:00,Cash,150,"'2024-09-04 07:59:27"
3439,'2024-09-04,8:00,10:00,Cash,100,"'2024-09-04 07:58:58"
3438,'2024-09-04,8:00,9:00,Cash,50,"'2024-09-04 07:58:17"
3437,'2024-09-04,8:00,9:00,Cash,50,"'2024-09-04 07:56:48"
,
"Total Payment:","HKD $ 6660"
Transactions:,89,record(s)
