"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
4301,'2024-09-08,15:00,16:00,Cash,100,"'2024-09-08 14:25:18"
4292,'2024-09-08,14:00,15:00,Cash,100,"'2024-09-08 13:54:51"
4290,'2024-09-08,14:00,15:00,Cash,200,"'2024-09-08 13:52:51"
4288,'2024-09-08,14:00,15:00,Cash,100,"'2024-09-08 13:52:28"
4287,'2024-09-08,14:00,15:00,Cash,100,"'2024-09-08 13:50:01"
4286,'2024-09-08,14:00,15:00,Cash,100,"'2024-09-08 13:46:58"
4280,'2024-09-08,15:00,16:00,Cash,100,"'2024-09-08 13:35:12"
4279,'2024-09-08,14:00,15:00,Cash,100,"'2024-09-08 13:35:02"
4272,'2024-09-08,13:00,14:00,Cash,100,"'2024-09-08 13:19:47"
4264,'2024-09-08,13:00,15:00,Cash,200,"'2024-09-08 12:56:02"
4260,'2024-09-08,13:00,14:00,Cash,100,"'2024-09-08 12:52:16"
4258,'2024-09-08,13:00,15:00,Cash,200,"'2024-09-08 12:44:26"
4257,'2024-09-08,13:00,14:00,Cash,100,"'2024-09-08 12:41:46"
4256,'2024-09-08,14:00,15:00,Cash,300,"'2024-09-08 12:40:22"
4255,'2024-09-08,13:00,14:00,Cash,300,"'2024-09-08 12:39:51"
4254,'2024-09-08,13:00,14:00,Cash,300,"'2024-09-08 12:33:18"
4251,'2024-09-08,13:00,14:00,Cash,100,"'2024-09-08 12:29:44"
4239,'2024-09-08,12:00,13:00,Cash,100,"'2024-09-08 11:57:00"
4238,'2024-09-08,12:00,13:00,Cash,100,"'2024-09-08 11:56:28"
4235,'2024-09-08,12:00,13:00,Cash,100,"'2024-09-08 11:44:00"
4230,'2024-09-08,17:00,18:00,Cash,200,"'2024-09-08 11:31:13"
4229,'2024-09-08,16:00,17:00,Cash,200,"'2024-09-08 11:30:38"
4227,'2024-09-08,12:00,14:00,Cash,200,"'2024-09-08 11:22:18"
4226,'2024-09-08,12:00,13:00,Cash,100,"'2024-09-08 11:20:35"
4225,'2024-09-08,12:00,13:00,Cash,100,"'2024-09-08 11:19:00"
4221,'2024-09-08,11:00,12:00,Cash,100,"'2024-09-08 11:13:49"
4219,'2024-09-08,11:00,12:00,Cash,100,"'2024-09-08 11:09:08"
4213,'2024-09-08,11:00,13:00,Cash,200,"'2024-09-08 10:49:13"
4208,'2024-09-08,11:00,12:00,Cash,0,"'2024-09-08 10:45:29"
4205,'2024-09-08,11:00,12:00,Cash,100,"'2024-09-08 10:36:50"
4203,'2024-09-08,11:00,12:00,Cash,100,"'2024-09-08 10:31:20"
4196,'2024-09-08,11:00,13:00,Cash,200,"'2024-09-08 10:14:46"
4194,'2024-09-08,12:00,13:00,Cash,100,"'2024-09-08 10:13:40"
4193,'2024-09-08,11:00,12:00,Cash,100,"'2024-09-08 10:13:14"
4192,'2024-09-08,11:00,12:00,Cash,100,"'2024-09-08 10:03:02"
4191,'2024-09-08,10:00,11:00,Cash,100,"'2024-09-08 10:00:57"
4190,'2024-09-08,10:00,11:00,Cash,100,"'2024-09-08 09:59:58"
4187,'2024-09-08,11:00,12:00,Cash,100,"'2024-09-08 09:49:11"
4186,'2024-09-08,10:00,11:00,Cash,100,"'2024-09-08 09:47:55"
4182,'2024-09-08,10:00,11:00,Cash,100,"'2024-09-08 09:40:04"
4179,'2024-09-08,9:00,10:00,Cash,200,"'2024-09-08 09:06:30"
4162,'2024-09-08,9:00,10:00,Cash,100,"'2024-09-08 08:30:38"
,
"Total Payment:","HKD $ 11200"
Transactions:,88,record(s)
