"Reserv. No","Reserv. Date","Begin Hour","End Hour","Payment Method","Total Amount","Payment Time"
2011,'2024-08-29,16:00,17:00,Cash,50,"'2024-08-29 15:23:14"
2009,'2024-08-29,16:00,17:00,Cash,50,"'2024-08-29 15:18:52"
2008,'2024-08-29,15:00,16:00,Cash,50,"'2024-08-29 15:18:26"
2005,'2024-08-29,15:00,17:00,Cash,100,"'2024-08-29 15:10:08"
2002,'2024-08-29,15:00,17:00,Cash,100,"'2024-08-29 14:57:22"
1998,'2024-08-29,15:00,16:00,Cash,50,"'2024-08-29 14:51:09"
1993,'2024-08-29,15:00,16:00,Cash,50,"'2024-08-29 14:41:46"
1990,'2024-08-29,15:00,17:00,Cash,80,"'2024-08-29 14:38:33"
1989,'2024-08-29,15:00,16:00,Cash,100,"'2024-08-29 14:36:28"
1988,'2024-08-29,15:00,16:00,Cash,50,"'2024-08-29 14:34:04"
1985,'2024-08-29,15:00,16:00,Cash,50,"'2024-08-29 14:23:17"
1979,'2024-08-29,17:00,19:00,Cash,100,"'2024-08-29 14:08:12"
1976,'2024-08-29,14:00,15:00,Cash,50,"'2024-08-29 14:00:30"
1974,'2024-08-29,15:00,16:00,Cash,50,"'2024-08-29 13:55:19"
1969,'2024-08-29,14:00,15:00,Cash,50,"'2024-08-29 13:47:16"
1968,'2024-08-29,14:00,15:00,Cash,50,"'2024-08-29 13:45:11"
1967,'2024-08-29,14:00,15:00,Cash,40,"'2024-08-29 13:44:41"
1962,'2024-08-29,14:00,15:00,Cash,50,"'2024-08-29 13:32:01"
1961,'2024-08-29,14:00,15:00,Cash,100,"'2024-08-29 13:26:15"
1955,'2024-08-29,14:00,16:00,Cash,100,"'2024-08-29 13:15:40"
1949,'2024-08-29,13:00,15:00,Cash,100,"'2024-08-29 13:05:28"
1948,'2024-08-29,13:00,14:00,Cash,50,"'2024-08-29 13:04:05"
1943,'2024-08-29,13:00,15:00,Cash,100,"'2024-08-29 12:57:36"
1942,'2024-08-29,13:00,15:00,Cash,100,"'2024-08-29 12:55:07"
1941,'2024-08-29,13:00,14:00,Cash,50,"'2024-08-29 12:53:28"
1940,'2024-08-29,13:00,15:00,Cash,200,"'2024-08-29 12:52:59"
1939,'2024-08-29,13:00,15:00,Cash,100,"'2024-08-29 12:47:49"
1938,'2024-08-29,13:00,14:00,Cash,50,"'2024-08-29 12:46:49"
1937,'2024-08-29,13:00,14:00,Cash,100,"'2024-08-29 12:45:28"
1933,'2024-08-29,13:00,15:00,Cash,100,"'2024-08-29 12:35:09"
1932,'2024-08-29,13:00,14:00,Cash,50,"'2024-08-29 12:29:43"
1930,'2024-08-29,13:00,14:00,Cash,50,"'2024-08-29 12:21:36"
1929,'2024-08-29,12:00,13:00,Cash,100,"'2024-08-29 12:14:15"
1926,'2024-08-29,13:00,14:00,Cash,50,"'2024-08-29 12:05:24"
1925,'2024-08-29,12:00,13:00,Cash,100,"'2024-08-29 12:00:56"
1924,'2024-08-29,12:00,13:00,Cash,50,"'2024-08-29 11:58:44"
1922,'2024-08-29,12:00,13:00,Cash,50,"'2024-08-29 11:57:07"
1918,'2024-08-29,12:00,14:00,Cash,100,"'2024-08-29 11:45:50"
1915,'2024-08-29,12:00,13:00,Cash,50,"'2024-08-29 11:33:21"
1908,'2024-08-29,13:00,15:00,Cash,100,"'2024-08-29 11:14:39"
1906,'2024-08-29,11:00,13:00,Cash,100,"'2024-08-29 11:13:25"
1903,'2024-08-29,17:00,18:00,Cash,50,"'2024-08-29 11:04:02"
1901,'2024-08-29,11:00,12:00,Cash,50,"'2024-08-29 11:00:22"
1900,'2024-08-29,11:00,12:00,Cash,50,"'2024-08-29 10:59:40"
1899,'2024-08-29,11:00,12:00,Cash,50,"'2024-08-29 10:55:52"
1896,'2024-08-29,11:00,12:00,Cash,100,"'2024-08-29 10:50:03"
1892,'2024-08-29,11:00,12:00,Cash,50,"'2024-08-29 10:46:01"
1890,'2024-08-29,11:00,12:00,Cash,50,"'2024-08-29 10:40:55"
1885,'2024-08-29,10:00,11:00,Cash,100,"'2024-08-29 10:14:14"
1881,'2024-08-29,10:00,11:00,Cash,50,"'2024-08-29 10:03:24"
1878,'2024-08-29,10:00,12:00,Cash,100,"'2024-08-29 10:00:03"
1876,'2024-08-29,10:00,11:00,Cash,100,"'2024-08-29 09:58:05"
1874,'2024-08-29,10:00,11:00,Cash,100,"'2024-08-29 09:57:27"
1869,'2024-08-29,10:00,12:00,Cash,100,"'2024-08-29 09:51:27"
1866,'2024-08-29,10:00,11:00,Cash,50,"'2024-08-29 09:49:08"
1865,'2024-08-29,10:00,11:00,Cash,50,"'2024-08-29 09:45:56"
1864,'2024-08-29,10:00,12:00,Cash,100,"'2024-08-29 09:43:49"
1862,'2024-08-29,10:00,11:00,Cash,100,"'2024-08-29 09:40:35"
1861,'2024-08-29,10:00,11:00,Cash,50,"'2024-08-29 09:39:20"
1860,'2024-08-29,10:00,11:00,Cash,50,"'2024-08-29 09:37:50"
1859,'2024-08-29,10:00,12:00,Cash,200,"'2024-08-29 09:34:43"
1854,'2024-08-29,11:00,12:00,Cash,50,"'2024-08-29 09:15:52"
1853,'2024-08-29,10:00,11:00,Cash,50,"'2024-08-29 09:15:08"
1850,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 09:02:46"
1847,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 09:02:06"
1846,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 09:01:05"
1845,'2024-08-29,9:00,11:00,Cash,200,"'2024-08-29 08:55:43"
1842,'2024-08-29,9:00,11:00,Cash,100,"'2024-08-29 08:52:04"
1841,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 08:46:42"
1840,'2024-08-29,9:00,11:00,Cash,100,"'2024-08-29 08:44:44"
1839,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 08:43:36"
1838,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 08:42:42"
1835,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 08:41:27"
1834,'2024-08-29,9:00,10:00,Cash,100,"'2024-08-29 08:40:35"
1833,'2024-08-29,9:00,10:00,Cash,100,"'2024-08-29 08:36:40"
1832,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 08:34:35"
1828,'2024-08-29,8:00,9:00,Cash,50,"'2024-08-29 08:23:04"
1827,'2024-08-29,9:00,10:00,Cash,50,"'2024-08-29 08:20:31"
1825,'2024-08-29,8:00,10:00,Cash,100,"'2024-08-29 08:18:50"
1822,'2024-08-29,8:00,10:00,Cash,100,"'2024-08-29 08:04:43"
1821,'2024-08-29,8:00,9:00,Cash,50,"'2024-08-29 07:55:13"
1820,'2024-08-29,8:00,9:00,Cash,50,"'2024-08-29 07:53:57"
1819,'2024-08-29,8:00,9:00,Cash,50,"'2024-08-29 07:53:27"
1818,'2024-08-29,8:00,9:00,Cash,50,"'2024-08-29 07:52:54"
1817,'2024-08-29,8:00,9:00,Cash,50,"'2024-08-29 07:52:09"
1816,'2024-08-29,8:00,9:00,Cash,50,"'2024-08-29 07:51:25"
,
"Total Payment:","HKD $ 9890"
Transactions:,142,record(s)
